UPC#12,UPC#11,KEHE#,CUST ITEM#,BRAND,ITEM DESC,SIZE,UOM,PACK,CASE PRICE,RETAIL PRICE,CAT1,CAT2,CAT3,CLASS DESC,DIV DESC,DEPARTMENT,ITEM STATUS,CASE LENGTH,CASE WIDTH,CASE HEIGHT,CASE WEIGHT
024094740123,02409474012,2928,,DE CECCO,DE CECCO PASTA SPAGHETTI ORG,12.00,OZ,12,29.760,3.59,Specialty Groce,ITALIAN,SS PASTA,SS PASTA,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,5.40,11.700,10.000
075076100169,07507610016,2965,,TRY ME,TRY ME SAUCE CAJUN HOT PPPR,5.000,OZ,6,13.080,3.19,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000006,4.00,7.000,4.500
070670008088,07067000808,2969,,REESE,REESE WINE COOKING BURGUNDY,12.70,FO,6,16.080,3.89,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,ACTIVE,0000008,7.50,7.080,9.840
024094790937,02409479093,2974,,DE CECCO,DE CECCO PASTA FARFALLE TRICOLOR,13.25,OZ,12,29.640,3.59,Specialty Groce,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000016,11.00,7.800,10.700
024094790340,02409479034,2996,,DE CECCO,DE CECCO PASTA FUSILLI TRICOLOR,12.00,OZ,12,29.640,3.59,Natural Grocery,SS PASTA,SHORT CUT PASTA,SS PASTA,NATURAL GROCERY,100,ACTIVE,0000015,9.40,7.800,10.400
070670008019,07067000801,3001,,REESE,REESE WINE COOKING SHERRY,12.70,FO,6,16.080,3.89,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,ACTIVE,0000008,7.50,8.500,9.840
070670000204,07067000020,3005,,REESE,REESE GLAZE HAM,9.000,OZ,6,16.020,3.89,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000010,7.50,5.500,12.000
073060809302,07306080930,3007,,MR MUSTARD,MR MUSTARD MUSTARD HOT SWT,7.500,OZ,6,10.200,2.49,Specialty Groce,CONDIMENTS DRES,MUSTARD,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.31,4.690,5.000
070670000853,07067000085,3009,,REESE,REESE OLIVE STFD ANCHOVY PLCD,3.000,OZ,12,44.760,5.39,Specialty Groce,OLIVES PICKLES,OLIVES,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.73,6.240,7.560
041345115127,04134511512,3012,,OREGON,OREGON BLUEBERRY LTE SYRUP,15.00,OZ,8,34.000,6.09,Specialty Groce,SS FRUIT & VEG,CANNED FRUIT,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000012,6.25,4.500,8.960
041345135125,04134513512,3014,,OREGON,OREGON GOOSEBERRY,15.00,OZ,8,37.600,6.79,Specialty Groce,SS FRUIT & VEG,CANNED FRUIT,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000012,6.25,4.500,8.960
024094740413,02409474041,3017,,DE CECCO,DE CECCO PASTA PENNE RIGATE ORG,12.00,OZ,12,29.760,3.59,Natural Grocery,SS PASTA,SHORT CUT PASTA,SS PASTA,NATURAL GROCERY,100,ACTIVE,0000015,9.40,6.600,10.300
041345337123,04134533712,3028,,OREGON,OREGON CHERRY LIGHT SWEET PTD,15.00,OZ,8,34.000,6.09,Specialty Groce,SS FRUIT & VEG,CANNED FRUIT,SS FRUIT & VEG,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,8.25,4.500,8.960
041345517181,04134551718,3030,,OREGON,OREGON CHERRIES RED TART FOR PIE,14.50,OZ,8,37.440,6.69,Specialty Groce,BAKING INGREDIE,PIE FILLING MINCEMEA,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000013,9.75,4.750,8.720
070670001720,07067000172,3038,,TY LING,TY LING OIL SESAME,6.200,FO,12,41.880,4.99,Specialty Groce,OILS & VINEGARS,MAINSTREAM,OILS & VINEGARS,SPECIALTY GROCERY,100,ACTIVE,0000009,7.50,7.750,11.000
041345365126,04134536512,3040,,OREGON,OREGON PLUM PURPLE,15.00,OZ,8,26.400,4.79,Specialty Groce,SS FRUIT & VEG,CANNED FRUIT,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000012,6.25,4.500,9.040
011152177007,01115217700,3049,,DYNASTY,DYNASTY SAIFUN BEAN THREAD,8.000,OZ,12,39.240,4.69,Specialty Groce,SS PASTA,MAINSTREAM,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000009,12.50,8.500,6.840
070670005360,07067000536,3081,,REESE,REESE ARTICHOKE HRTS 5-7,14.00,OZ,12,29.520,3.59,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000012,9.25,5.000,13.560
075172079369,07517207936,3092,,PANDA,PANDA LICORICE CHEW RSPBRRY,7.000,OZ,8,23.120,4.19,Natural Grocery,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,NATURAL GROCERY,100,ACTIVE,0000010,5.80,6.800,4.000
075172079468,07517207946,3093,,PANDA,PANDA LICORICE CHEW,7.000,OZ,8,23.120,4.19,Natural Grocery,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,NATURAL GROCERY,100,ACTIVE,0000010,5.80,7.000,4.000
070670601081,07067060108,3096,,REESE,REESE SAUCE HOLLANDAISE,7.500,OZ,6,22.560,5.39,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,7.38,5.250,11.500
070670601098,07067060109,3097,,REESE,REESE SAUCE BERNAISE,7.500,OZ,6,22.560,5.39,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,7.38,5.250,11.500
070670008040,07067000804,3104,,REESE,REESE WINE COOKING MARSALA,12.70,FO,6,16.080,3.89,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,ACTIVE,0000010,8.00,8.500,9.840
070670008057,07067000805,3105,,REESE,REESE WINE COOKING RED,12.70,FO,6,16.080,3.89,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,ACTIVE,0000008,7.50,8.000,9.840
072251000504,07225100050,3117,,NEAR EAST,NEAR EAST COUSCOUS,10.00,OZ,12,24.720,2.99,Natural Grocery,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,NATURAL GROCERY,100,ACTIVE,0000008,7.06,7.000,8.800
072251000603,07225100060,3118,,NEAR EAST,NEAR EAST RICE MIX TABOULE,5.250,OZ,12,24.720,2.99,Natural Grocery,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,NATURAL GROCERY,100,ACTIVE,0000008,7.06,7.000,5.240
070670008163,07067000816,3148,,REESE,REESE SYRUP CREME DE MENTHE,8.000,OZ,6,20.280,4.89,Specialty Groce,SS DESSERT CONE,DESSERT SAUCE SYRUP,SS DESSERT,SPECIALTY GROCERY,100,ACTIVE,0000007,4.75,8.500,7.500
070670002895,07067000289,3183,,LONDON PUB,LONDON PUB VINEGAR MALT,12.70,OZ,6,13.800,3.29,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,ACTIVE,0000007,5.25,10.000,9.840
020662000026,02066200002,3192,,NEWMANS OWN,NEWMANS OWN DRSSNG OIL OLIVE N VINEGAR,16.00,OZ,6,26.820,6.39,Natural Grocery,CONDIMENTS DRES,SS SALAD DRESSING MI,CONDIMENTS DRESSINGS,NATURAL GROCERY,100,ACTIVE,0000008,6.00,8.750,6.850
070670006664,07067000666,3200,,REESE,REESE ANCHOVY FLAT,2.000,OZ,10,18.000,2.59,SPECIALTY GROCE,SS MEAT POULTRY,SS SEAFOOD,SS MEAT POULTRY SEAFOOD,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,8.50,7.500,16.700
070670002871,07067000287,3202,,REESE,REESE VINEGAR RED WINE,12.70,OZ,6,17.520,4.19,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,ACTIVE,0000008,7.50,7.000,9.840
070670008361,07067000836,3214,,REESE,REESE SYRUP MAPLE PURE,8.000,OZ,12,101.280,12.09,SPECIALTY GROCE,SYRUP,SYRUP MAPLE,SYRUP,SPECIALTY GROCERY,100,ACTIVE,0000060,60.00,60.000,15.960
017252500004,01725250000,3258,,BOSCO,BOSCO SYRUP CHOC FLAVOR,22.00,OZ,12,41.280,4.99,Specialty Groce,SS DESSERT CONE,DESSERT SAUCE SYRUP,SS DESSERT,SPECIALTY GROCERY,100,ACTIVE,0000013,8.50,9.000,18.720
070670005377,07067000537,3272,,REESE,REESE ARTICHOKE HRTS 8-10,14.00,OZ,12,34.200,4.09,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000000,.00,.000,13.560
070670004622,07067000462,3293,,REESE,REESE JELLY JALAPENO MILD,10.00,OZ,6,17.340,4.19,Specialty Groce,CONDIMENTS DRES,CHUTNEY & SAVORY JEL,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,6.00,4.750,12.360
070670005001,07067000500,3295,,REESE,REESE ARTICHOKE HRTS 6-8 CT,14.00,OZ,12,29.520,3.59,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000000,.00,.000,12.720
071146000148,07114600014,3394,,CALBEE,CALBEE CHIP SHRIMP ORIGINAL,4.000,OZ,12,24.480,2.99,Specialty Groce,CHIPS & PRETZEL,AUTHENTIC,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000015,9.80,10.600,4.200
072058608552,07205860855,3413,,ORRINGTON FARMS,ORRINGTON FARMS BASE GRNLR CHKN,12.00,OZ,6,21.960,5.29,Natural Grocery,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,ACTIVE,0000010,7.25,4.000,5.280
041351517885,04135151788,3457,,TONES,TONES SSNNG ITALIAN,.250,OZ,6,8.340,1.99,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000009,36.00,2.000,23.040
072058608569,07205860856,3479,,ORRINGTON FARMS,ORRINGTON FARMS BASE GRNLR HAM NAT,12.00,OZ,6,21.960,5.29,Natural Grocery,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,ACTIVE,0000010,7.25,4.000,5.500
070670005254,07067000525,3505,,REESE,REESE HEARTS OF PALM,14.00,OZ,12,37.080,4.49,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,9.12,4.620,26.160
070670006367,07067000636,3572,,REESE,REESE SARDINE SMKD OLIVE OIL,3.750,OZ,10,21.500,3.09,Specialty Groce,SS MEAT POULTRY,SS SEAFOOD,SS MEAT POULTRY SEAFOOD,SPECIALTY GROCERY,100,ACTIVE,0000016,9.25,9.250,34.000
070670006411,07067000641,3573,,REESE,REESE SARDINE SKNLS BNLS OOVO,3.750,OZ,10,25.300,3.69,Specialty Groce,SS MEAT POULTRY,SS SEAFOOD,SS MEAT POULTRY SEAFOOD,SPECIALTY GROCERY,100,ACTIVE,0000023,10.00,7.000,34.000
070670006435,07067000643,3574,,REESE,REESE SARDINE SKNLS BNLS WTR,4.375,OZ,10,21.500,3.09,Specialty Groce,SS MEAT POULTRY,SS SEAFOOD,SS MEAT POULTRY SEAFOOD,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000017,13.25,6.250,36.000
070670006671,07067000667,3583,,REESE,REESE ANCHOVY ROLLED,2.000,OZ,10,18.000,2.59,Specialty Groce,SS MEAT POULTRY,SS SEAFOOD,SS MEAT POULTRY SEAFOOD,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,8.50,7.000,16.700
070670000259,07067000025,3612,,REESE,REESE JELLY MINT LEAVES,10.50,OZ,6,17.340,4.19,Specialty Groce,CONDIMENTS DRES,CHUTNEY & SAVORY JEL,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000005,6.00,5.000,13.440
070670000143,07067000014,3614,,REESE,REESE BABY CORN TIN,15.00,OZ,12,25.200,3.09,Specialty Groce,SS FRUIT & VEG,MAINSTREAM,SS FRUIT & VEG,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,9.40,10.000,26.870
072058608576,07205860857,3676,,ORRINGTON FARMS,ORRINGTON FARMS BASE GRNLR BEEF NAT,12.00,OZ,6,21.960,5.29,Natural Grocery,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,ACTIVE,0000010,7.25,4.000,5.500
073416090101,07341609010,3690,,LUNDBERG,LUNDBERG RICE CNTRY WILD GF,16.00,OZ,6,29.700,7.09,Natural Grocery,BEANS GRAINS RI,PACKAGED RICE,BEANS GRAINS RICE,NATURAL GROCERY,100,ACTIVE,0000008,10.37,4.250,7.020
070670005094,07067000509,3697,,REESE,REESE ARTICHOKE HRTS MRNTD,7.500,OZ,12,19.080,2.29,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.75,4.000,10.910
070670005070,07067000507,3699,,REESE,REESE ARTICHOKE BOTTOMS,14.00,OZ,12,41.760,4.99,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000012,9.25,5.250,13.560
045454052014,04545405201,3700,,LB JAMISON,LB JAMISON SOUP BASE HAM,16.00,OZ,6,19.620,4.69,Specialty Groce,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000010,7.50,4.000,6.960
075496000407,07549600040,3722,,ANGOSTURA,ANGOSTURA BITTERS ORGNL,4.000,OZ,12,102.840,12.29,Specialty Groce,COCKTAIL MIXERS,INGREDIENT,COCKTAIL MIXERS,SPECIALTY GROCERY,100,ACTIVE,0000016,12.00,7.250,31.500
073416197626,07341619762,3724,,LUNDBERG,LUNDBERG RICE BRWN LONG PREM,32.00,OZ,6,30.000,7.19,Natural Grocery,BEANS GRAINS RI,PACKAGED RICE,BEANS GRAINS RICE,NATURAL GROCERY,100,ACTIVE,0000008,10.25,6.750,13.000
075076100015,07507610001,3726,,TRY ME,TRY ME SAUCE TIGER,5.000,OZ,6,13.080,3.19,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000005,4.00,7.000,4.250
073416000155,07341600015,3729,,LUNDBERG,LUNDBERG RICE CAKE BRWN SF ORG GF,8.500,OZ,6,21.900,5.29,Natural Grocery,RICE CAKES,REGULAR RICE CAKES,RICE CAKES,NATURAL GROCERY,100,ACTIVE,0000008,12.93,9.880,3.850
075076100039,07507610003,3761,,TRY ME,TRY ME SAUCE TENNESSEE SUNSHINE,5.000,OZ,6,13.080,3.19,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000005,7.90,7.200,4.250
086816800201,08681680020,3779,,MEIERS,MEIERS BEV SPRKL COLD DUCK,25.40,FO,12,40.080,5.59,Specialty Groce,CELEBRATION BEV,SPARKLING JUICE,RTD BEV BEVERAGE ENHANCERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,10.50,12.500,39.960
086816800300,08681680030,3782,,MEIERS,MEIERS BEV CATAWBA WHT SPKL,25.40,FO,12,40.080,5.59,Specialty Groce,CELEBRATION BEV,SPARKLING JUICE,RTD BEV BEVERAGE ENHANCERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,10.50,12.500,38.640
086816800409,08681680040,3784,,MEIERS,MEIERS BEV CATAWBA PINK SPKL,25.40,FO,12,40.080,5.59,Specialty Groce,CELEBRATION BEV,SPARKLING JUICE,RTD BEV BEVERAGE ENHANCERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,10.50,12.500,40.200
041244000067,04124400006,3792,,MARTINELLI,MARTINELLI JUICE SPRKLNG CIDER,25.40,FO,12,52.680,6.29,Natural Grocery,CELEBRATION BEV,SPARKLING JUICE,CELEBRATION BEVERAGES,NATURAL GROCERY,100,ACTIVE,0000013,10.25,12.500,39.960
073416004306,07341600430,3844,,LUNDBERG,LUNDBERG RICE BRWN WILD BLEND GF,16.00,OZ,6,29.700,7.09,Natural Grocery,BEANS GRAINS RI,PACKAGED RICE,BEANS GRAINS RICE,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,10.37,4.250,6.480
648505035013,64850503501,3884,,LUCINI,LUCINI EVRYDAY LUCINI ORG EVOO,17.00,OZ,6,83.640,19.99,Specialty Groce,OILS,OLIVE OILS,OILS & VINEGARS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.40,9.500,11.820
072251000306,07225100030,4017,,NEAR EAST,NEAR EAST RICE MIX PILAF SPANISH,6.750,OZ,12,24.720,2.99,Natural Grocery,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,NATURAL GROCERY,100,ACTIVE,0000008,7.06,7.000,6.400
072251001051,07225100105,4124,,NEAR EAST,NEAR EAST RICE MIX PILAF ORIGINAL,6.090,OZ,12,24.720,2.99,Natural Grocery,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,NATURAL GROCERY,100,ACTIVE,0000008,7.06,7.000,5.870
041244102501,04124410250,4164,,MARTINELLI,MARTINELLI JUICE SPRKLNG APPLE CRNBRY,25.40,FO,12,52.680,6.29,Natural Grocery,CELEBRATION BEV,SPARKLING JUICE,CELEBRATION BEVERAGES,NATURAL GROCERY,100,ACTIVE,0000013,10.00,12.500,39.000
667803000059,66780300005,4194,,COLMANS,COLMANS MUSTARD ORIGINAL ENGL,3.530,OZ,8,20.160,3.69,Specialty Groce,CONDIMENTS DRES,MUSTARD,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,4.40,3.430,3.840
035742221017,03574222101,4205,,HEALTH VALLEY,HEALTH VALLEY SOUP VEGETABLE NS ORG,15.00,OZ,12,39.000,4.69,Natural Grocery,SS SOUP CHILI B,READY TO EAT SOUP,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,ACTIVE,0000012,9.13,4.940,14.000
035742221031,03574222103,4206,,HEALTH VALLEY,HEALTH VALLEY SOUP MINESTRONE NS ORG,15.00,OZ,12,39.000,4.69,Natural Grocery,SS SOUP CHILI B,READY TO EAT SOUP,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,ACTIVE,0000012,9.13,4.940,14.000
041244641024,04124464102,4214,,MARTINELLI,MARTINELLI JUICE APPLE 4PK,40.00,FO,6,38.400,9.19,Natural Grocery,JUICE BLEND,KIDS JUICE,JUICE BLEND,NATURAL GROCERY,100,ACTIVE,0000020,13.50,4.250,26.250
035742221024,03574222102,4220,,HEALTH VALLEY,HEALTH VALLEY SOUP LENTIL NS ORG,15.00,OZ,12,39.000,4.69,Natural Grocery,SS SOUP CHILI B,READY TO EAT SOUP,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,ACTIVE,0000012,9.13,4.940,14.000
072251001457,07225100145,4257,,NEAR EAST,NEAR EAST RICE MIX PILAF LGRAIN,6.000,OZ,12,29.880,3.59,Natural Grocery,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,NATURAL GROCERY,100,ACTIVE,0000008,7.06,7.000,5.800
072251001259,07225100125,4258,,NEAR EAST,NEAR EAST RICE MIX CHKN,6.250,OZ,12,24.720,2.99,Natural Grocery,ENTREE PREPARED,GRAIN & RICE DISHES,ENTREE PREPARED DISHES,NATURAL GROCERY,100,ACTIVE,0000008,7.06,7.000,5.990
070655902301,07065590230,4298,,MR & MRS T,MR & MRS T MIXER BLDY MARY BOLD SPICY,33.80,FO,6,25.380,6.09,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,ACTIVE,0000006,6.87,12.120,14.730
070655901304,07065590130,4301,,MR & MRS T,MR & MRS T MIXER BLDY MARY,33.80,FO,6,25.380,6.09,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,ACTIVE,0000006,6.87,12.120,14.650
070655912300,07065591230,4308,,MR & MRS T,MR & MRS T MIXER SWEET SOUR,33.80,FO,6,25.380,6.09,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,ACTIVE,0000006,6.87,12.120,15.380
028160000005,02816000000,4309,,GRAVYMASTER,GRAVYMASTER GRAVY LIQ SSNNG BRWNING,2.000,OZ,12,24.720,3.09,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000007,5.50,4.750,5.000
044800001423,04480000142,4494,,IN THE RAW,IN THE RAW TURBINADO,2.000,LB,12,48.720,5.89,Natural Grocery,GRANULATED LIQ,SUGAR BROWN DEMERARA,SWEETENERS HONEY,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,7.62,10.250,25.920
024600019873,02460001987,4497,,MORTONS,MORTONS SEASONING TENDER QUICK,2.000,LB,12,48.600,5.79,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,9.00,9.000,25.560
024600017008,02460001700,4499,,MORTONS,MORTONS SALT KOSHER,48.00,OZ,12,42.480,5.09,Specialty Groce,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000016,12.00,7.250,39.190
024600000390,02460000039,4501,,MORTONS,MORTONS SALT POPCORN,3.750,OZ,12,13.680,1.69,Specialty Groce,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000006,5.00,3.750,3.480
044800000228,04480000022,4505,,NU SALT,NU SALT SALT SUBSTT SHKR,3.000,OZ,12,12.960,1.69,Specialty Groce,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,5.75,4.500,3.000
024600000505,02460000050,4506,,MORTONS,MORTONS SALT SUBSTT PLAIN,3.180,OZ,12,37.800,4.59,Specialty Groce,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000006,4.90,3.500,3.000
033600000613,03360000061,4557,,HERB OX,HERB OX BROTH INST LSLT CHCKN,1.200,OZ,12,27.960,3.39,Specialty Groce,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000009,6.70,3.500,1.550
033600000606,03360000060,4558,,HERB OX,HERB OX BROTH INST LSLT BEEF,1.100,OZ,12,21.360,2.59,Specialty Groce,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000009,6.70,3.500,1.550
047600050042,04760005004,4632,,DURKEE,DURKEE SAUCE FAMOUS,12.00,OZ,12,33.120,3.99,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,9.06,7.000,10.640
070734004025,07073400402,4751,,CELESTIAL SEASO,CELESTIAL SEASONINGS TEA HERB CF SLPYTIME,40.00,BG,6,29.940,7.19,Natural Grocery,TEA,HERBAL TEA - BAGS,TEA,NATURAL GROCERY,100,ACTIVE,0000011,9.75,5.620,1.940
075050006012,07505000601,4763,,HOUSE OF TSANG,HOUSE OF TSANG OIL STIR FRY,10.00,OZ,6,22.320,5.39,Specialty Groce,OILS & VINEGARS,MAINSTREAM,OILS & VINEGARS,SPECIALTY GROCERY,100,ACTIVE,0000007,6.50,9.300,7.470
075050006210,07505000621,4764,,HOUSE OF TSANG,HOUSE OF TSANG OIL MONGOLIAN FIRE,5.000,OZ,6,22.080,5.29,Specialty Groce,OILS & VINEGARS,MAINSTREAM,OILS & VINEGARS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.25,7.250,7.600
075050006111,07505000611,4774,,HOUSE OF TSANG,HOUSE OF TSANG SAUCE STIRFRY SZCHWN,11.50,OZ,6,18.840,4.49,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,6.50,9.000,8.030
073575273346,07357527334,4797,,NAKANO,NAKANO VINEGAR RICE NATURAL,12.00,OZ,6,16.020,3.89,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,5.20,8.500,10.000
073575295003,07357529500,4798,,NAKANO,NAKANO VINEGAR RICE SSND,12.00,OZ,6,16.020,3.89,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,5.20,8.500,10.000
021500121002,02150012100,4808,,LAWRYS,LAWRYS MIX SCE SPAG RICH&THICK,1.420,OZ,12,15.480,1.89,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000005,4.38,6.250,1.370
041351518066,04135151806,4875,,TONES,TONES SSNNG GRND NUTMEG,.600,OZ,6,8.340,1.99,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000001,25.00,2.000,23.040
021500221009,02150022100,4887,,LAWRYS,LAWRYS MIX SSNNG BURRITO,1.500,OZ,12,16.080,1.99,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000005,4.38,6.250,1.390
